"","Name","Clade","stopFree","CPC2","LGC","CPPred","RNAcode","PhyloCSF","tcode","RNAsamba","bioseq2seq","randScore","PLEK"
"809","NC_054861.1_934388_934508","fungiGroup",252,0.16603,-0.481,0.618065,27.778,-58.6665,0.873,0.90729,0.0029,24,-1.77137
"810","NC_054861.1_965152_964080","fungiGroup",1077,0.999999,0.47,0.996811,443.8,1771.1831,1.36,0.99973,0.9996,6,-0.727566
"811","NC_054861.1_997199_997115","fungiGroup",234,0.0195403,0,0.869594,29.527,-18.0831,0.899,0.36484,0.0616,64,-2.23961
"812","NC_054862.1_1057924_1058371","fungiGroup",498,0.0638546,-1.262,0.107969,242.112,664.8921,1.267,0.84552,0.8649,28,-1.40097
"813","NC_054862.1_105806_105679","fungiGroup",171,0.0573715,-1.022,0.798233,36.379,-43.6001,1.07,0.83448,0.0026,92,-2.14351
"814","NC_054862.1_1076499_1076133","fungiGroup",453,0.0782587,-1.318,0.790149,118.39,133.5786,1.315,0.71262,0.2468,73,-1.45707
"815","NC_054862.1_1077060_1076553","fungiGroup",546,0.906809,-0.622,0.920033,140.815,117.2886,1.253,0.99099,0.9967,80,-1.06898
"816","NC_054862.1_1229956_1229844","fungiGroup",222,0.0448495,0,0.0899243,16.635,-57.1934,0.958,0.23748,0.0083,38,-2.17548
"817","NC_054862.1_1268386_1268495","fungiGroup",159,0.0469946,-0.533,0.144919,39.448,-20.4778,0.996,0.79536,0.0404,35,-1.99447
"818","NC_054862.1_129686_129441","fungiGroup",384,0.078161,-0.61,0.515524,27.544,24.1431,1.281,0.84389,0.0094,73,-1.78449
"819","NC_054862.1_1319713_1319823","fungiGroup",180,0.0566772,-1.754,0.618403,24.277,-58.5434,0.849,0.24505,0.0019,18,-2.31977
"820","NC_054862.1_1336757_1336628","fungiGroup",222,0.162597,-0.261,0.0423772,8.683,-75.8046,1.084,0.26679,0.0106,69,-2.11511
"821","NC_054862.1_1447374_1448367","fungiGroup",990,0.401748,-0.43,0.045545,294.667,453.8993,1.216,0.90541,0.8094,85,0.513546
"822","NC_054862.1_1453650_1453510","fungiGroup",165,0.0204181,-1.435,0.273681,74.979,78.3426,0.792,0.90255,0.0053,97,-1.88408
"823","NC_054862.1_1463585_1463479","fungiGroup",189,0.00839455,-0.554,1.83143e-05,38.719,-17.4316,0.869,0.40815,0.0267,77,-1.2763
"824","NC_054862.1_1499069_1498570","fungiGroup",648,0.203632,-0.741,0.282057,129.198,36.12,1.25,0.99568,0.9995,6,-1.94978
"825","NC_054862.1_154047_153754","fungiGroup",381,0.505621,-0.538,0.964033,109.431,173.0567,1.145,0.98986,0.9997,22,-1.53588
"826","NC_054862.1_1579912_1580481","fungiGroup",588,0.738162,0.015,0.950005,85.616,47.7389,1.259,0.95768,0.9822,86,-1.59544
"827","NC_054862.1_1584009_1583367","fungiGroup",717,0.999835,-0.048,0.995835,278.916,620.6505,1.173,0.99449,0.9974,18,-1.03509
"828","NC_054862.1_1597414_1596505","fungiGroup",909,0.999999,0.623,0.970938,438.485,1188.8947,1.328,0.99923,0.9997,70,-0.106212
"829","NC_054862.1_1634869_1635512","fungiGroup",654,0.999461,0.666,0.803099,67.184,137.752,1.353,0.98973,0.9997,53,-1.6777
"830","NC_054862.1_1675130_1674323","fungiGroup",909,0.16286,-1.207,0.211951,329.063,1398.9307,1.339,0.94755,0.9997,24,-0.409008
"831","NC_054862.1_1685518_1685784","fungiGroup",354,0.584941,0.538,0.856247,48.612,230.9445,1.368,0.99531,0.9996,74,-1.20899
"832","NC_054862.1_1696334_1696700","fungiGroup",372,0.780952,-0.565,0.920449,142.291,240.3724,1.059,0.65463,0.7948,90,-1.90904
"833","NC_054862.1_1747048_1746938","fungiGroup",201,0.0115423,-0.668,0.0127894,50.366,-22.7293,0.874,0.59462,8e-04,13,-2.14846
"834","NC_054862.1_1749433_1749196","fungiGroup",342,0.187503,-0.325,0.787463,51.798,37.3444,1.309,0.78071,0.0039,99,-2.19332
"835","NC_054862.1_1759998_1759839","fungiGroup",264,0.161371,-1.436,0.0790771,28.859,-109.6436,1.197,0.67711,0.123,89,-1.9789
"836","NC_054862.1_1829903_1830666","fungiGroup",834,0.999868,0.542,0.998708,163.548,714.7208,1.368,0.99916,0.9997,78,-0.968768
"837","NC_054862.1_1866474_1865649","fungiGroup",933,0.180412,-0.842,0.908034,133.545,597.2323,1.358,0.99105,0.9994,64,-0.377306
"838","NC_054862.1_1921278_1921420","fungiGroup",210,0.0195079,-1.107,0.139772,21.145,-185.5094,1.241,0.36278,0.003,51,-2.17977
"839","NC_054862.1_1925380_1925785","fungiGroup",465,0.835278,0.311,0.946968,11.333,-113.9576,1.368,0.98459,0.9997,85,-0.969618
"840","NC_054862.1_194719_195057","fungiGroup",468,0.147772,-1.405,0.196045,74.933,-41.6579,1.065,0.89538,0.9959,87,-1.28885
"841","NC_054862.1_1957496_1956848","fungiGroup",720,0.999552,-0.196,0.93452,0,0.03,1.283,0.99237,0.9987,91,-0.462255
"842","NC_054862.1_2150624_2150350","fungiGroup",363,0.466096,-1.196,0.958387,40.343,-109.5523,1.264,0.98646,0.9943,8,-1.46963
"843","NC_054862.1_217562_217933","fungiGroup",423,0.0761408,-1.64,0.307276,150.061,198.0845,1.339,0.83708,0.0348,89,-0.594344
"844","NC_054862.1_2190467_2190774","fungiGroup",456,0.218722,-1.14,0.358623,110.959,149.3262,1.219,0.91487,0.8785,10,-1.60979
"845","NC_054862.1_2260394_2260486","fungiGroup",165,0.0245347,-1.276,0.169761,37.453,-80.0586,1.089,0.37355,0.0021,67,-2.17414
"846","NC_054862.1_2311781_2311412","fungiGroup",441,0.881245,-0.308,0.984382,26.561,-251.055,1.317,0.99611,0.9973,11,-1.5041
"847","NC_054862.1_232325_232456","fungiGroup",225,0.0811324,-1.244,0.833744,42.331,1.9717,1.217,0.80058,0.0126,43,-2.07368
"848","NC_054862.1_2324012_2323393","fungiGroup",681,0.999434,0.098,0.980673,284.234,1244.305,1.324,0.99514,0.9997,32,-0.803679
"849","NC_054862.1_2334899_2335162","fungiGroup",312,0.0885294,-1.058,0.214666,127.753,463.3372,1.165,0.95891,0.0908,25,-1.79186
"850","NC_054862.1_2343638_2343383","fungiGroup",402,0.324626,-1.324,0.987455,106.821,340.6251,1.334,0.98594,0.9856,48,-1.76269
"851","NC_054862.1_2347596_2348264","fungiGroup",729,0.997636,-0.356,0.993278,363.932,1316.8736,1.347,0.99796,0.9996,3,-0.402277
"852","NC_054862.1_2368236_2368115","fungiGroup",231,0.052482,-1.504,0.348819,59.517,197.3812,1.191,0.60378,0.0031,17,-2.20892
"853","NC_054862.1_2387485_2387796","fungiGroup",432,0.164218,-0.974,0.601552,217.619,539.9711,1.309,0.25755,0.6655,90,-2.07955
"854","NC_054862.1_240348_240257","fungiGroup",216,0.0178623,-0.443,0.133105,38.976,30.5971,0.81,0.18059,8e-04,17,-2.30652
"855","NC_054862.1_2457102_2456752","fungiGroup",420,0.599701,-0.32,0.0909756,95.743,33.2587,1.198,0.7492,0.9947,13,-1.7343
"856","NC_054862.1_2478385_2477343","fungiGroup",1050,0.999998,0.724,0.99779,353.192,714.0275,1.381,0.9968,0.9996,38,-0.004516
"857","NC_054862.1_2486502_2486207","fungiGroup",303,0.0183402,-1.296,0.0419679,114.163,448.3643,1.326,0.95977,0.0052,25,-1.66536
"858","NC_054862.1_2614101_2614269","fungiGroup",319,0.141985,-1.043,0.057586,48.047,-36.7467,0.904,0.80259,0.7003,18,-1.97807
"859","NC_054862.1_2624209_2624365","fungiGroup",306,0.0889471,-1.753,0.093795,54.443,68.1599,1.224,0.84495,0.9891,45,-1.7733
"860","NC_054862.1_2634991_2634898","fungiGroup",186,0.0323534,-0.685,0.215366,20.282,-47.1419,0.979,0.90633,0.0049,26,-2.18706
"861","NC_054862.1_2658415_2658013","fungiGroup",471,0.760485,-0.862,0.883127,222.445,558.1757,1.077,0.98557,0.4199,53,-1.56336
"862","NC_054862.1_2660075_2660306","fungiGroup",210,0.0491115,-0.579,0.172776,42.915,-142.3414,1.051,0.84636,0.9937,96,-1.53478
"863","NC_054862.1_2662768_2662639","fungiGroup",246,0.0976391,-1.381,0.667591,47.26,-98.1112,0.961,0.72471,0.2735,6,-2.07583
"864","NC_054862.1_2668778_2669579","fungiGroup",816,0.999985,0.586,0.931341,0,0.03,1.178,0.99883,0.9996,99,-0.976863
"865","NC_054862.1_2685929_2686236","fungiGroup",372,0.421828,-0.997,0.786006,0,0.0239,1.316,0.91667,0.0155,92,-1.15892
"866","NC_054862.1_2720980_2719807","fungiGroup",1182,1,2.086,0.998613,478.044,960.3502,1.336,0.99735,0.9995,33,-0.600496
"867","NC_054862.1_2727626_2728109","fungiGroup",546,0.989946,-0.284,0.858785,194.971,361.8935,1.325,0.99958,0.9994,22,-1.16842
"868","NC_054862.1_278937_279072","fungiGroup",258,0.0573566,-0.98,0.957336,55.395,-117.5136,0.869,0.21595,5e-04,13,-2.18243
"869","NC_054862.1_2888164_2887646","fungiGroup",588,0.939557,-0.54,0.91314,0,0.0239,1.22,0.99551,0.9903,39,-1.47433
"870","NC_054862.1_2916720_2915700","fungiGroup",1044,0.999522,0.256,0.965467,401.423,744.3868,1.344,0.99388,0.9988,29,-0.633119
"871","NC_054862.1_2923423_2924606","fungiGroup",1314,1,1.292,0.996099,371.385,343.2439,1.326,0.99928,0.9995,59,0.075256
"872","NC_054862.1_2980724_2980148","fungiGroup",600,0.617621,-0.824,0.47371,271.972,667.7642,1.164,0.94363,0.9275,87,-1.95241
"873","NC_054862.1_3004736_3004455","fungiGroup",429,0.321902,-0.083,0.619252,60.433,-20.671,1.276,0.82305,0.2612,66,-1.09586
"874","NC_054862.1_3073882_3073663","fungiGroup",270,0.391817,-0.413,0.348588,0,0.012,1.173,0.9626,0.0243,42,-1.6528
"875","NC_054862.1_3081731_3082110","fungiGroup",399,0.0816565,-1.329,0.479513,8.689,-152.6724,1.244,0.94573,0.7658,28,-1.3158
"876","NC_054862.1_3097878_3097686","fungiGroup",252,0.147728,-1.528,0.0666265,25.744,-169.0386,1.3,0.76988,0.0155,1,-2.01217
"877","NC_054862.1_3116090_3115635","fungiGroup",468,0.889118,-0.8,0.104792,0,0.0198,1.153,0.94136,0.8583,68,-0.943216
"878","NC_054862.1_3116657_3116505","fungiGroup",213,0.0385831,-1.46,0.370851,0,0.0135,0.923,0.85387,0.0131,40,-1.84534
"879","NC_054862.1_3118346_3117495","fungiGroup",858,0.999971,0.238,0.9936,398.327,1044.9331,1.216,0.995,0.9973,45,-0.652632
"880","NC_054862.1_3125122_3126106","fungiGroup",1056,1,1.084,0.63068,266.943,325.6472,1.308,0.99917,0.9997,93,0.53262
"881","NC_054862.1_3142539_3142204","fungiGroup",405,0.0969828,-1.369,0.355368,95.209,45.6951,1.256,0.92388,0.217,66,-1.15552
"882","NC_054862.1_3213487_3213055","fungiGroup",519,0.145958,-1.499,0.561184,60.418,35.1601,1.294,0.99817,0.999,1,-1.42139
"883","NC_054862.1_3261909_3261774","fungiGroup",282,0.0440432,-0.623,0.35123,32.918,-15.6972,1.003,0.58191,0.0023,71,-2.04606
"884","NC_054862.1_3281796_3281988","fungiGroup",294,0.150937,-1.329,0.364579,69.745,52.6196,1.271,0.93572,0.5954,57,-1.73824
"885","NC_054862.1_3289619_3290549","fungiGroup",1002,0.999995,1.758,0.993678,316.598,763.8244,1.337,0.99466,0.9997,39,-0.726734
"886","NC_054862.1_3363517_3362695","fungiGroup",930,0.515697,-0.679,0.83633,314.459,309.2559,1.339,0.99947,0.9997,90,-1.47082
"887","NC_054862.1_33792_33489","fungiGroup",363,0.0290882,-1.842,0.18569,0,0.0157,1.27,0.41146,0.0224,92,-1.55186
"888","NC_054862.1_3380108_3380345","fungiGroup",312,0.255773,-0.62,0.435204,117.599,104.4062,1.138,0.71154,0.2992,71,-1.88359
"889","NC_054862.1_3380391_3380689","fungiGroup",378,0.03974,-1.135,0.0287862,150.557,415.6491,1.227,0.28473,0.0497,25,-2.11857
"890","NC_054862.1_3417389_3417249","fungiGroup",234,0.0154807,-1.468,0.00439151,45.883,-45.0579,1.127,0.71292,0.0015,64,-1.78865
"891","NC_054862.1_3420996_3420819","fungiGroup",207,0.0804879,-0.671,0.225036,60.462,38.4436,1.1,0.80107,0.0058,23,-2.14927
"892","NC_054862.1_3442739_3442950","fungiGroup",362,0.146407,-0.785,0.461061,81.388,98.6716,1.129,0.97011,0.2384,5,-1.93481
"893","NC_054862.1_3458003_3458199","fungiGroup",264,0.173691,-0.785,0.0410633,52.836,-28.8531,1.069,0.85152,0.0042,100,-0.961281
"894","NC_054862.1_3490763_3491604","fungiGroup",861,0.975608,0.001,0.863944,378.966,852.8223,1.349,0.99612,0.9319,18,0.209298
"895","NC_054862.1_3511482_3511905","fungiGroup",480,0.896362,-0.398,0.945808,150.724,151.5913,1.057,0.97772,0.9952,91,-1.54407
"896","NC_054862.1_3524945_3524786","fungiGroup",306,0.081411,-1.373,0.357363,0,0.0128,0.798,0.78613,0.9544,49,-2.09363
"897","NC_054862.1_3526968_3526640","fungiGroup",402,0.0810102,-0.504,0.544044,79.963,54.5826,1.326,0.95379,0.9782,24,-1.44952
"898","NC_054862.1_3528953_3528765","fungiGroup",213,0.0386511,-1.565,0.287169,0,0.0114,0.919,0.88229,0.0087,55,-1.69987
"899","NC_054862.1_3536056_3536355","fungiGroup",408,0.779921,-1.028,0.886363,0,0.0132,1.335,0.95722,0.996,2,-1.51371
"900","NC_054862.1_355851_355616","fungiGroup",285,0.0428348,-1.223,0.384787,86.973,-16.3076,1.253,0.84389,0.0089,4,-1.78621
"901","NC_054862.1_3569171_3569455","fungiGroup",333,0.0778389,0.092,0.367347,98.623,62.5604,1.081,0.40304,0.0294,67,-1.53816
"902","NC_054862.1_3573655_3574356","fungiGroup",708,0.999668,1.157,0.967064,263.907,465.7444,1.243,0.99975,0.9942,78,0.772124
"903","NC_054862.1_3575132_3575035","fungiGroup",177,0.0240544,-1.182,0.0187848,0,0.0112,0.821,0.78284,5e-04,43,-2.22887
"904","NC_054862.1_3580312_3580150","fungiGroup",213,0.0563614,-1.376,0.647844,0,0.0226,1.171,0.91992,0.5665,43,-1.88113
"905","NC_054862.1_408348_408176","fungiGroup",222,0.0682169,-0.64,0.387086,49.894,-35.6291,0.924,0.34362,0.0043,48,-2.3238
"906","NC_054862.1_410627_410963","fungiGroup",372,0.776318,-0.834,0.954648,121.398,450.2068,1.365,0.97058,0.9995,2,-1.66102
"907","NC_054862.1_420229_420500","fungiGroup",375,0.361517,-1.351,0.729527,106.128,205.9852,1.201,0.91254,0.8369,65,-1.80046
"908","NC_054862.1_424213_424106","fungiGroup",207,0.0177486,-1.054,0.0197797,41.064,59.2325,0.869,0.76714,9e-04,58,-2.22271
"909","NC_054862.1_424600_424302","fungiGroup",447,0.127242,-1.221,0.791845,49.972,-144.4435,1.325,0.95809,0.9547,50,-1.58568
"910","NC_054862.1_446380_445757","fungiGroup",666,0.999758,0.428,0.996127,241.18,813.8466,1.332,0.98097,0.9781,43,-1.44612
"911","NC_054862.1_484168_484012","fungiGroup",198,0.0298168,-0.524,0.0252038,74.245,208.1281,0.736,0.25158,0.0014,54,-2.06976
"912","NC_054862.1_48778_49129","fungiGroup",354,0.227249,-1.002,0.254063,79.856,82.947,1.035,0.67466,0.0172,97,-1.49367
"913","NC_054862.1_504328_503950","fungiGroup",468,0.472585,-0.557,0.531977,160.889,101.8317,1.242,0.9682,0.9502,67,-1.7458
"914","NC_054862.1_537137_536931","fungiGroup",330,0.170952,-1.536,0.710717,98.455,150.857,1.026,0.90896,0.002,30,-2.15293
"915","NC_054862.1_538316_538202","fungiGroup",231,0.0335672,-0.627,0.0146992,36.876,-80.7904,1.091,0.55183,0.0676,82,-2.20154
"916","NC_054862.1_701387_701232","fungiGroup",177,0.176369,-0.536,0.0538708,10.492,-71.5064,0.618,0.22911,0.0078,30,-1.93178
"917","NC_054862.1_713143_712966","fungiGroup",198,0.0779616,-1.18,0.0338768,35.795,-75.4005,1.099,0.55811,0.0129,65,-1.42452
"918","NC_054862.1_71976_71872","fungiGroup",201,0.159736,-1.031,0.0381639,39.365,-23.0104,1.07,0.90304,0.0032,60,-2.31584
"919","NC_054862.1_742312_742393","fungiGroup",186,0.0536679,-0.555,0.170167,25.842,-20.9365,1.105,0.7469,0.0616,8,-2.05728
"920","NC_054862.1_743834_744007","fungiGroup",249,0.317981,-0.485,0.956894,25.405,-84.4109,1.305,0.63407,0.4472,16,-2.13814
"921","NC_054862.1_770959_770836","fungiGroup",273,0.0773342,-1.186,0.427867,0,0.0096,1.088,0.87028,0.0072,38,-1.93516
"922","NC_054862.1_875589_875750","fungiGroup",276,0.231218,-0.777,0.000267141,36.051,1.4706,1.285,0.80514,0.3226,29,-1.96753
"923","NC_054862.1_889316_888802","fungiGroup",627,0.99798,-0.021,0.995102,218.297,625.5459,1.275,0.98693,0.9997,24,-0.42521
"924","NC_054862.1_896801_896673","fungiGroup",147,0.0344553,-1.738,0.16555,28.932,-47.5323,0.807,0.14648,7e-04,79,-2.09522
"925","NC_054862.1_940644_940402","fungiGroup",327,0.221894,-0.85,0.554074,90.964,101.4142,1.202,0.94467,0.0042,33,-1.93388
"926","NC_054862.1_955443_955932","fungiGroup",561,0.96113,-0.156,0.90675,156.501,251.9088,1.31,0.9981,0.9997,11,-0.948798
"927","NC_054862.1_969502_969321","fungiGroup",291,0.152449,-1.337,0.897558,78.495,128.9296,1.169,0.88657,0.8073,72,-1.78178
"928","NC_054862.1_989615_990377","fungiGroup",789,0.999605,0.657,0.980693,52.87,-377.3234,1.2,0.97704,0.9997,31,0.179921
"929","NC_054863.1_1039890_1038818","fungiGroup",1134,1,1.652,0.999016,144.739,37.9883,1.308,0.99732,0.9995,46,-0.841441
"930","NC_054863.1_1046922_1046823","fungiGroup",153,0.0263688,-1.181,0.556277,52.096,82.2429,0.998,0.05598,0.0037,35,-2.2729
"931","NC_054863.1_1064085_1063987","fungiGroup",201,0.038421,-1.432,0.005848,26.6,-4.4358,0.833,0.49014,4e-04,78,-2.02571
"932","NC_054863.1_1098265_1098411","fungiGroup",231,0.0991726,-0.573,0.927447,22.551,-28.1005,1.032,0.59543,0.0065,14,-2.32769
"933","NC_054863.1_1102263_1102373","fungiGroup",222,0.0468654,-1.133,0.0371578,45.38,62.6744,0.978,0.48552,0.0024,97,-2.15036
"934","NC_054863.1_1214327_1214030","fungiGroup",408,0.101967,-1.181,0.655835,92.916,155.2998,1.063,0.97301,0.8072,44,-1.79839
"935","NC_054863.1_1264024_1264111","fungiGroup",165,0.0350447,-0.294,0.158271,36.658,25.1192,0.87,0.14251,0.0079,86,-2.41206
"936","NC_054863.1_1268945_1268510","fungiGroup",459,0.527685,1.125,0.725149,97.476,-5.1593,1.133,0.98743,0.9145,98,-0.997185
"937","NC_054863.1_1274914_1274809","fungiGroup",255,0.0891626,-0.753,0.054736,43.956,-104.4906,0.736,0.34577,0.0053,87,-2.30204
"938","NC_054863.1_1306650_1306492","fungiGroup",288,0.136,-0.907,0.693403,34.558,-39.1242,1.309,0.71224,0.0273,92,-2.03616
"939","NC_054863.1_1309797_1309420","fungiGroup",435,0.644182,-0.638,0.930421,181.925,372.1328,1.181,0.97135,0.8531,80,-1.50677
"940","NC_054863.1_1327802_1327632","fungiGroup",243,0.161394,-1.17,0.155851,73.201,-1.5894,1.092,0.88782,0.9568,22,-1.66995
"941","NC_054863.1_1369469_1369782","fungiGroup",315,0.548472,-0.481,0.741786,76.829,116.031,1.328,0.76598,0.391,77,-1.6671
"942","NC_054863.1_1373311_1372281","fungiGroup",1181,0.872933,-0.131,0.971377,512.583,2339.9978,1.352,0.98889,0.9994,35,-0.522781
"943","NC_054863.1_1392264_1391435","fungiGroup",885,0.999962,0.128,0.994749,214.562,225.96,1.266,0.99715,0.9997,9,-0.44985
"944","NC_054863.1_1503031_1503277","fungiGroup",354,0.0973808,-0.971,0.269122,71.228,115.9403,1.368,0.25617,0.804,27,-1.51553
"945","NC_054863.1_1506683_1507215","fungiGroup",591,0.999218,-0.431,0.945267,234.495,926.5636,1.313,0.99226,0.9996,40,-1.43497
"946","NC_054863.1_1534348_1534552","fungiGroup",276,0.139254,-1.019,0.00428326,57.373,-21.5569,1.305,0.32977,0.0035,73,-2.12921
"947","NC_054863.1_1577012_1577804","fungiGroup",789,0.999403,-0.02,0.801463,260.235,1686.2057,1.318,0.9897,0.999,16,-1.03864
"948","NC_054863.1_1581762_1582269","fungiGroup",504,0.972562,-0.533,0.837187,227.016,596.065,1.258,0.99443,0.9952,61,-0.749411
"949","NC_054863.1_1583720_1584778","fungiGroup",1083,0.999994,1.006,0.998423,204.902,233.9104,1.283,0.96631,0.7637,13,-0.795474
"950","NC_054863.1_1594979_1594810","fungiGroup",243,0.153217,-1.299,0.380746,21.576,-58.9945,1.04,0.92058,0.1364,46,-1.99364
"951","NC_054863.1_1598208_1598341","fungiGroup",282,0.0280803,-0.671,0.00277402,30.712,-34.6036,0.958,0.94621,0.7582,93,-1.87368
"952","NC_054863.1_1598952_1599622","fungiGroup",756,0.999781,-0.248,0.986787,373.458,1437.2934,1.174,0.99651,0.9987,48,0.125881
"953","NC_054863.1_1602291_1602724","fungiGroup",468,0.920292,-0.883,0.928323,149.902,285.2118,1.208,0.99402,0.9972,54,-1.02561
"954","NC_054863.1_1649748_1650090","fungiGroup",339,0.0418403,-1.074,0.0580711,145.879,183.2909,1.115,0.89118,0.0075,63,-1.23231
"955","NC_054863.1_1653440_1653933","fungiGroup",534,0.721117,-0.252,0.667914,144.202,307.8394,1.299,0.98691,0.984,12,-0.916063
"956","NC_054863.1_1676960_1675847","fungiGroup",1248,1,1.708,0.995022,21.497,-272.5754,1.376,0.99964,0.9883,94,-0.866136
"957","NC_054863.1_1686303_1687344","fungiGroup",1059,0.999997,1.362,0.942475,322.699,779.6719,1.333,0.99851,0.999,64,-1.13006
"958","NC_054863.1_1696798_1697190","fungiGroup",456,0.139317,-1.454,0.596934,147.143,668.3296,1.345,0.98239,0.997,13,-1.31712
"959","NC_054863.1_1709431_1709326","fungiGroup",195,0.0671493,-1.355,0.194654,34.382,-63.1854,1.037,0.36455,0.001,90,-1.93695
"960","NC_054863.1_1712889_1712612","fungiGroup",312,0.679463,-0.674,0.829159,107.622,77.3887,1.02,0.98552,0.5053,30,-0.971106
"961","NC_054863.1_1759690_1759835","fungiGroup",198,0.0227188,-0.774,0.170555,61.152,266.4467,1.156,0.61224,0.0016,71,-2.05123
"962","NC_054863.1_1878113_1877793","fungiGroup",363,0.664821,-0.32,0.0048408,154.348,322.9341,1.138,0.97395,0.0215,62,-1.34058
"963","NC_054863.1_1888455_1888206","fungiGroup",288,0.672021,-1.364,0.949586,109.245,151.7303,1.295,0.94941,0.9961,7,-1.94599
"964","NC_054863.1_1958882_1959002","fungiGroup",219,0.0433659,-1.659,0.460419,61.885,25.5217,0.875,0.78694,0.0251,91,-2.14496
"965","NC_054863.1_195970_196435","fungiGroup",519,0.988382,-0.818,0.968427,167.66,289.0342,1.212,0.99825,0.9995,3,-1.332
"966","NC_054863.1_1968514_1968798","fungiGroup",348,0.5642,-0.535,0.631379,77.277,90.8128,1.142,0.94929,0.2009,59,-1.40547
"967","NC_054863.1_2048714_2048535","fungiGroup",255,0.102853,-0.667,0.241159,63.668,220.9083,1.15,0.79244,0.4672,91,-1.78333
"968","NC_054863.1_2052034_2051234","fungiGroup",852,0.999986,0.256,0.988248,353.73,1359.5896,1.31,0.98064,0.9997,76,-0.13325
"969","NC_054863.1_2073645_2073242","fungiGroup",438,0.0952588,-0.617,0.325869,192.779,548.7919,1.154,0.98588,0.0868,99,-1.49622
"970","NC_054863.1_2091230_2092314","fungiGroup",1092,0.999999,1.06,0.998454,346.987,975.8573,1.294,0.99692,0.9881,58,-0.37302
"971","NC_054863.1_2101127_2100838","fungiGroup",246,0.189926,-1.528,0.550528,149.024,639.537,1.325,0.95237,0.0198,66,-1.40343
"972","NC_054863.1_2123177_2123090","fungiGroup",195,0.0200614,-0.608,0.601409,31.811,59.9099,1.026,0.77816,0.0016,63,-2.27382
"973","NC_054863.1_218230_217829","fungiGroup",408,0.933066,-0.98,0.933404,71.485,-115.8049,1.097,0.99514,0.9854,20,-0.843879
"974","NC_054863.1_2186340_2186057","fungiGroup",354,0.639372,-1.165,0.932854,13.32,-69.0299,1.29,0.97686,0.9055,90,-1.18638
"975","NC_054863.1_220834_221211","fungiGroup",429,0.403512,-1.085,0.668049,30.71,-135.7379,1.155,0.9434,0.9991,53,-1.97469
"976","NC_054863.1_223184_222427","fungiGroup",861,0.483765,-1.246,0.88024,403.645,1222.8202,1.262,0.99594,0.9994,23,-0.529519
"977","NC_054863.1_225657_226156","fungiGroup",534,0.664074,-1.139,0.674121,249.04,734.5612,1.263,0.98841,0.7982,89,-1.09087
"978","NC_054863.1_2260539_2260385","fungiGroup",210,0.0321099,-0.972,0.392179,87.463,100.8609,0.989,0.79838,0.0041,71,-1.95787
"979","NC_054863.1_2269410_2269537","fungiGroup",195,0.0319278,-1.285,0.0592308,14.402,-29.8035,1.028,0.57661,4e-04,98,-2.31748
"980","NC_054863.1_227188_226978","fungiGroup",294,0.0715801,-0.977,0.913852,98.697,231.0272,1.079,0.97061,0.2557,9,-1.8573
"981","NC_054863.1_2345695_2345548","fungiGroup",276,0.226902,-0.225,0.971395,51.36,-58.5737,1.106,0.92694,0.0217,79,-2.03011
"982","NC_054863.1_2356704_2356951","fungiGroup",270,0.0188903,-1.308,0.166835,62.871,-19.1794,1.142,0.27564,0.0094,13,-2.02997
"983","NC_054863.1_237318_237557","fungiGroup",285,0.542679,-0.968,0.95992,113.059,236.5556,1.104,0.93939,0.9066,11,-1.98281
"984","NC_054863.1_2391948_2390823","fungiGroup",1149,1,1.667,0.999214,483.584,1399.3559,1.323,0.99746,0.9988,63,-0.625468
"985","NC_054863.1_2403101_2402493","fungiGroup",648,0.546766,-0.584,0.248729,153.673,102.9249,1.31,0.59233,0.9989,56,-1.0744
"986","NC_054863.1_2511613_2511256","fungiGroup",447,0.285956,-1.457,0.942719,217.896,498.3997,1.203,0.85182,0.9539,94,-1.50372
"987","NC_054863.1_2559761_2559942","fungiGroup",318,0.22739,-0.495,0.33701,39.771,-28.8629,1.057,0.82682,0.2237,19,-1.50029
"988","NC_054863.1_2562396_2561511","fungiGroup",909,0.999998,1.199,0.998403,218.924,139.3754,1.333,0.99851,0.9953,17,-0.780867
"989","NC_054863.1_2567235_2567481","fungiGroup",243,0.0368427,-0.428,0.06715,11.849,-87.7943,1.281,0.25976,8e-04,99,-2.13817
"990","NC_054863.1_2573220_2573734","fungiGroup",570,0.36054,-0.627,0.304311,137.953,138.0536,1.26,0.90743,0.0936,62,-1.21371
"991","NC_054863.1_2580986_2581573","fungiGroup",600,0.999376,0.087,0.951124,167.514,494.8014,1.281,0.97935,0.9971,89,-1.31035
"992","NC_054863.1_2667166_2668232","fungiGroup",1173,1,1.531,0.995294,518.221,1502.7093,1.337,0.99918,0.9996,14,1.00085
"993","NC_054863.1_2749679_2749447","fungiGroup",273,0.150773,-0.971,0.434802,110.241,299.7972,1.141,0.92969,0.5631,84,-1.7864
"994","NC_054863.1_2819253_2819370","fungiGroup",207,0.0101433,-0.445,0.0254338,12.007,-11.7605,0.825,0.71865,5e-04,64,-1.77435
"995","NC_054863.1_288527_288810","fungiGroup",393,0.658239,-0.871,0.884134,73.95,-38.4353,1.347,0.97299,0.9779,50,-1.09013
"996","NC_054863.1_289005_289166","fungiGroup",237,0.0367155,-1.392,0.391054,0,0.0121,1.001,0.79414,0.2359,52,-1.96584
