Name,Score,Start,End,Pval
NC_066859.1_28927288_28927411_Cucumis_melo,16.549,65,166,0.345
OffNeg_NC_066858.1_19194719_19194471_Cucumis_melo,9.490,271,357,0.582
OffNeg_NC_066857.1_34037083_34036989_Cucumis_melo,6.774,52,72,0.238
OffPos_NC_066866.1_215890_215224_Cucumis_melo,4.005,85,93,0.616
OffNeg_NC_066864.1_1159920_1159804_Cucumis_melo,5.840,134,157,0.903
OffPos_NC_066857.1_2914258_2914426_Cucumis_melo,3.917,193,201,0.253
NC_066863.1_25771457_25770545_Cucumis_melo,285.257,61,984,0.000e+00
OffPos_NC_066858.1_24347644_24348145_Cucumis_melo,4.094,501,512,0.920
OffNeg_NC_066858.1_11898567_11898672,0,0,0,1
OffPos_NC_066865.1_21911443_21911300_Cucumis_melo,2.740,38,52,0.896
OffPos_NC_066867.1_32362756_32362433_Cucumis_melo,4.854,427,438,0.221
OffNeg_NC_066868.1_15811877_15811777_Cucumis_melo,10.171,166,225,0.814
OffPos_NC_066858.1_162480_162579_Cucumis_melo,3.777,165,176,0.388
OffNeg_NC_066862.1_4913838_4914056_Cucumis_melo,12.262,159,182,0.115
OffNeg_NC_066860.1_3431512_3431668_Cucumis_melo,7.553,67,93,0.386
OffNeg_NC_066857.1_962533_962323_Cucumis_melo,8.539,167,184,0.857
OffPos_NC_066866.1_5551978_5551711,0,0,0,1
OffPos_NC_066862.1_1749399_1749524_Cucumis_melo,5.581,172,180,0.822
OffPos_NC_066866.1_23327376_23327494_Cucumis_melo,9.133,205,249,0.219
OffNeg_NC_066859.1_29091823_29091712_Cucumis_melo,6.598,206,223,0.525
NC_066867.1_1895186_1895273_Cucumis_melo,12.584,83,208,0.417
OffNeg_NC_066858.1_1293476_1293371_Cucumis_melo,7.207,77,163,0.327
OffNeg_NC_066868.1_22956720_22956558_Cucumis_melo,2.322,276,284,0.886
OffPos_NC_066866.1_5480579_5480487_Cucumis_melo,7.085,202,210,0.880
NC_066859.1_26336941_26336534_Cucumis_melo,59.986,84,500,0.000e+00
NC_066860.1_29869304_29869392_Cucumis_melo,22.890,70,153,1.333e-04
OffNeg_NC_066868.1_19242284_19242426,0,0,0,1
OffNeg_NC_066865.1_11264435_11264583_Cucumis_melo,9.188,61,99,0.754
OffPos_NC_066863.1_2007864_2007766_Cucumis_melo,2.765,222,236,0.741
OffNeg_NC_066857.1_3591450_3591565_Cucumis_melo,4.290,226,252,0.987
OffPos_NC_066858.1_21648108_21648370_Cucumis_melo,5.097,60,71,0.861
NC_066863.1_8332544_8332436_Cucumis_melo,17.283,49,186,1.714e-04
OffPos_NC_066862.1_16685991_16686182_Cucumis_melo,5.157,193,204,0.101
NC_066867.1_3433515_3433424_Cucumis_melo,11.357,24,92,0.401
NC_066862.1_11180251_11180167_Cucumis_melo,14.968,29,178,0.315
OffPos_NC_066864.1_4891383_4891465,0,0,0,1
OffNeg_NC_066863.1_2981193_2981300_Cucumis_melo,12.928,137,196,0.353
OffPos_NC_066866.1_5119609_5119441_Cucumis_melo,3.448,210,218,0.369
OffNeg_NC_066868.1_20800952_20800827_Cucumis_melo,3.328,4,24,0.835
OffNeg_NC_066863.1_27895188_27895488_Cucumis_melo,5.411,146,154,0.639
OffNeg_NC_066867.1_27162008_27162104_Cucumis_melo,2.568,231,239,0.735
OffNeg_NC_066861.1_11382963_11382802,0,0,0,1
NC_066867.1_21036410_21036558_Cucumis_melo,18.028,65,268,0.112
NC_066859.1_1921438_1921861_Cucumis_melo,109.568,92,496,0.000e+00
OffPos_NC_066857.1_32712614_32712476_Cucumis_melo,8.778,76,90,0.754
OffNeg_NC_066865.1_23797384_23797803_Cucumis_melo,4.319,387,398,0.585
OffNeg_NC_066858.1_23668236_23668048_Cucumis_melo,4.778,38,49,0.202
OffPos_NC_066861.1_24904879_24904694_Cucumis_melo,4.594,288,296,0.235
OffNeg_NC_066858.1_3170850_3171101_Cucumis_melo,3.968,242,253,0.903
NC_066860.1_20864112_20864238_Cucumis_melo,32.586,47,199,3.177e-08
NC_066860.1_21129970_21130141_Cucumis_melo,10.113,136,240,0.540
OffPos_NC_066859.1_26757278_26756894_Cucumis_melo,3.196,374,382,0.674
NC_066863.1_28025314_28025151_Cucumis_melo,21.388,70,249,0.029
OffNeg_NC_066860.1_9497183_9497050_Cucumis_melo,9.194,50,70,0.780
OffNeg_NC_066863.1_27234444_27234536_Cucumis_melo,8.698,97,144,0.541
NC_066863.1_27516907_27517255_Cucumis_melo,137.028,77,424,0.000e+00
NC_066861.1_1955160_1955420_Cucumis_melo,140.436,77,340,0.000e+00
OffPos_NC_066859.1_30860202_30860338_Cucumis_melo,8.436,192,212,0.869
OffNeg_NC_066867.1_27996898_27996753_Cucumis_melo,3.538,31,39,0.631
OffNeg_NC_066864.1_6200241_6200345_Cucumis_melo,3.831,69,77,0.840
OffPos_NC_066862.1_7950696_7950791_Cucumis_melo,6.734,71,136,0.909
OffPos_NC_066866.1_5135733_5135907_Cucumis_melo,10.066,223,273,0.614
NC_066858.1_3209327_3209515_Cucumis_melo,65.276,68,265,3.614e-09
OffNeg_NC_066858.1_1008452_1008574,0,0,0,1
NC_066862.1_24372903_24373520_Cucumis_melo,125.354,1,687,0.000e+00
OffPos_NC_066868.1_13251750_13251989_Cucumis_melo,5.851,270,281,0.496
OffNeg_NC_066863.1_1355177_1355038_Cucumis_melo,2.479,26,40,0.922
NC_066868.1_22590695_22590530_Cucumis_melo,33.474,73,252,1.666e-06
NC_066861.1_2801202_2801085_Cucumis_melo,20.070,76,222,0.004
OffPos_NC_066861.1_21008131_21007986_Cucumis_melo,3.531,112,123,0.989
OffNeg_NC_066867.1_30564075_30563978_Cucumis_melo,4.379,178,201,0.992
OffPos_NC_066868.1_18200909_18200996_Cucumis_melo,3.674,72,80,0.598
OffNeg_NC_066861.1_1390523_1390622_Cucumis_melo,10.247,77,133,0.122
OffNeg_NC_066866.1_10115418_10115290_Cucumis_melo,2.897,95,109,0.817
OffPos_NC_066860.1_14823941_14823796_Cucumis_melo,8.373,42,86,0.893
NC_066858.1_23554077_23554203_Cucumis_melo,35.489,74,217,1.422e-08
NC_066863.1_28994183_28993658_Cucumis_melo,29.718,223,597,5.605e-11
OffNeg_NC_066864.1_4873709_4873883_Cucumis_melo,3.229,139,147,0.563
OffPos_NC_066867.1_29141542_29141725_Cucumis_melo,4.177,228,236,0.802
OffNeg_NC_066859.1_14801442_14801903_Cucumis_melo,3.685,335,352,0.668
NC_066863.1_29112545_29112104_Cucumis_melo,210.136,67,519,0.000e+00
OffNeg_NC_066864.1_2960928_2961114_Cucumis_melo,6.353,113,127,0.166
OffPos_NC_066857.1_11699537_11699322_Cucumis_melo,8.265,228,332,0.644
NC_066858.1_25691650_25691542_Cucumis_melo,20.025,52,186,0.007
OffPos_NC_066865.1_4513918_4514046_Cucumis_melo,5.747,129,140,0.055
NC_066864.1_2822929_2822619_Cucumis_melo,65.657,94,363,1.229e-07
NC_066862.1_16300976_16300740_Cucumis_melo,30.312,75,272,8.398e-11
OffNeg_NC_066864.1_1100437_1100295_Cucumis_melo,4.115,10,21,0.441
NC_066858.1_24236266_24236133_Cucumis_melo,54.353,75,209,8.243e-12
OffPos_NC_066860.1_3898752_3898653_Cucumis_melo,5.614,203,211,0.953
NC_066861.1_26175215_26175340_Cucumis_melo,45.994,75,218,1.998e-14
NC_066864.1_29718482_29718702_Cucumis_melo,116.369,66,302,0.000e+00
OffPos_NC_066863.1_21807294_21807095,0,0,0,1
OffPos_NC_066858.1_17199970_17199751_Cucumis_melo,6.085,6,26,0.988
OffPos_NC_066863.1_1851646_1851944_Cucumis_melo,6.990,412,435,0.403
OffPos_NC_066863.1_1815255_1815136_Cucumis_melo,9.579,3,11,0.505
OffPos_NC_066863.1_1930319_1929900,0,0,0,1
NC_066868.1_21299028_21298905_Cucumis_melo,42.486,79,204,2.879e-08
OffPos_NC_066863.1_26501490_26501588_Cucumis_melo,3.636,142,165,0.429
NC_066863.1_26091271_26091632_Cucumis_melo,63.364,150,440,0.000e+00
NC_066858.1_1737426_1737548_Cucumis_melo,45.334,71,199,6.660e-11
OffPos_NC_066864.1_29973209_29973020_Cucumis_melo,2.210,287,304,0.995
NC_066864.1_707153_707054_Cucumis_melo,25.427,76,183,2.220e-05
OffPos_NC_066864.1_8527727_8527850_Cucumis_melo,8.480,76,90,0.735
NC_066866.1_29131997_29131910_Cucumis_melo,18.481,64,183,0.008
OffNeg_NC_066867.1_9529217_9528818_Cucumis_melo,13.086,53,79,0.609
OffPos_NC_066864.1_31929636_31929954_Cucumis_melo,6.197,230,238,0.617
OffPos_NC_066860.1_3069323_3069673_Cucumis_melo,8.195,49,66,0.544
NC_066863.1_29526524_29526707_Cucumis_melo,95.349,74,262,0.000e+00
OffPos_NC_066861.1_19883350_19883974_Cucumis_melo,5.640,521,532,0.940
NC_066861.1_28298167_28298057_Cucumis_melo,43.410,76,186,3.869e-12
OffPos_NC_066857.1_37600282_37600888_Cucumis_melo,5.275,358,372,0.784
OffNeg_NC_066864.1_4232867_4232759_Cucumis_melo,2.416,75,83,0.936
OffPos_NC_066862.1_7320743_7320529_Cucumis_melo,4.357,6,14,0.554
NC_066867.1_5687246_5687376_Cucumis_melo,44.197,75,212,6.795e-14
NC_066857.1_3097522_3097423_Cucumis_melo,38.121,70,177,2.641e-11
OffPos_NC_066860.1_5466045_5466138_Cucumis_melo,4.624,15,23,0.615
OffPos_NC_066866.1_4788661_4788929_Cucumis_melo,3.451,241,252,0.377
NC_066860.1_31888328_31888428_Cucumis_melo,29.177,75,182,1.421e-06
OffNeg_NC_066865.1_2297871_2297632_Cucumis_melo,4.225,214,222,0.322
OffPos_NC_066862.1_1494404_1494319_Cucumis_melo,7.276,199,216,0.606
OffPos_NC_066857.1_36803632_36803776_Cucumis_melo,1.732,190,198,0.872
OffPos_NC_066867.1_30455611_30455135_Cucumis_melo,3.937,207,224,0.653
OffPos_NC_066867.1_30666954_30666604_Cucumis_melo,5.510,377,388,0.520
NC_066868.1_1418064_1417934_Cucumis_melo,61.125,71,208,0.000e+00
OffPos_NC_066857.1_38043589_38043488_Cucumis_melo,16.951,14,58,0.025
NC_066867.1_31939637_31939520_Cucumis_melo,37.276,44,196,2.047e-08
NC_066860.1_28970275_28970172_Cucumis_melo,48.744,53,181,2.409e-14
OffNeg_NC_066863.1_26411462_26411150_Cucumis_melo,4.906,189,206,0.439
NC_066858.1_931188_931330_Cucumis_melo,58.096,69,239,9.293e-13
OffPos_NC_066858.1_13972228_13972783_Cucumis_melo,14.837,306,359,0.290
OffNeg_NC_066862.1_498247_498010_Cucumis_melo,7.980,8,46,0.444
NC_066861.1_3579800_3579569_Cucumis_melo,43.027,65,331,2.620e-06
OffPos_NC_066864.1_29040836_29040749_Cucumis_melo,24.664,18,236,0.014
NC_066860.1_30767774_30767614_Cucumis_melo,75.114,73,231,0.000e+00
NC_066862.1_36997322_36997223_Cucumis_melo,11.764,18,41,0.494
OffNeg_NC_066862.1_6006288_6006135_Cucumis_melo,5.166,271,282,0.977
OffNeg_NC_066864.1_27018624_27019170_Cucumis_melo,8.910,185,241,0.944
OffPos_NC_066860.1_1246316_1246451_Cucumis_melo,3.951,144,158,0.478
OffNeg_NC_066862.1_2480241_2479854_Cucumis_melo,2.379,176,184,0.937
OffPos_NC_066859.1_28670913_28670825_Cucumis_melo,5.179,141,155,0.776
OffPos_NC_066868.1_23384140_23384270_Cucumis_melo,3.373,207,215,0.614
OffPos_NC_066867.1_2855612_2855458_Cucumis_melo,1.294,194,202,1.000
OffNeg_NC_066862.1_14487277_14487049_Cucumis_melo,8.297,76,135,0.792
NC_066857.1_33791747_33791663_Cucumis_melo,15.337,70,174,0.066
OffNeg_NC_066863.1_27343617_27343444_Cucumis_melo,4.552,8,16,0.416
OffPos_NC_066867.1_733514_733628_Cucumis_melo,6.700,13,30,0.414
NC_066861.1_28411871_28411974_Cucumis_melo,13.017,76,180,0.124
OffPos_NC_066868.1_28298260_28298480_Cucumis_melo,13.030,98,136,0.291
NC_066859.1_1973489_1973365_Cucumis_melo,34.849,55,204,4.956e-07
OffPos_NC_066867.1_17867720_17867819,0,0,0,1
NC_066860.1_29350410_29350746_Cucumis_melo,39.434,260,436,1.004e-09
NC_066865.1_1995837_1995935_Cucumis_melo,34.750,77,175,2.180e-09
OffNeg_NC_066857.1_17441800_17441614,0,0,0,1
OffNeg_NC_066864.1_33503949_33503851_Cucumis_melo,7.215,67,87,0.530
OffNeg_NC_066868.1_28123333_28123465_Cucumis_melo,10.626,135,176,0.257
OffNeg_NC_066858.1_10051535_10051285_Cucumis_melo,11.854,83,148,0.590
OffPos_NC_066868.1_28173035_28172841_Cucumis_melo,7.633,43,75,0.640
OffNeg_NC_066858.1_11878761_11878572_Cucumis_melo,15.680,80,178,0.056
OffNeg_NC_066862.1_4498715_4499639_Cucumis_melo,11.453,889,912,0.545
OffPos_NC_066861.1_17520906_17520775_Cucumis_melo,4.588,260,274,0.986
OffNeg_NC_066862.1_2449312_2450455_Cucumis_melo,6.744,1131,1145,0.025
OffPos_NC_066857.1_29128090_29127889,0,0,0,1
OffNeg_NC_066857.1_37409909_37409819_Cucumis_melo,3.613,52,66,0.802
NC_066867.1_28692850_28693051_Cucumis_melo,83.227,83,280,0.000e+00
OffPos_NC_066867.1_28521857_28521775_Cucumis_melo,5.527,209,223,0.354
NC_066868.1_24659919_24659703_Cucumis_melo,42.158,76,294,3.312e-07
OffNeg_NC_066865.1_2031050_2031239_Cucumis_melo,6.664,40,54,0.560
NC_066863.1_309889_309973_Cucumis_melo,22.865,71,163,4.799e-04
OffNeg_NC_066858.1_25754406_25754198_Cucumis_melo,5.129,7,15,0.968
NC_066857.1_3186680_3187211_Cucumis_melo,99.694,209,604,6.398e-12
OffNeg_NC_066866.1_3912078_3911925_Cucumis_melo,3.278,212,235,0.880
NC_066864.1_2398544_2398647_Cucumis_melo,13.046,77,169,0.187
OffNeg_NC_066862.1_1024680_1024846_Cucumis_melo,4.651,36,47,0.196
NC_066864.1_25883047_25882941_Cucumis_melo,50.412,65,178,5.551e-16
NC_066860.1_20468752_20468844_Cucumis_melo,14.310,83,160,0.008
OffNeg_NC_066861.1_24865789_24865653_Cucumis_melo,7.853,229,246,0.765
NC_066860.1_16754586_16755023_Cucumis_melo,88.430,76,510,0.000e+00
OffPos_NC_066862.1_20374449_20374580_Cucumis_melo,21.818,191,265,0.030
OffNeg_NC_066864.1_6392027_6391943_Cucumis_melo,2.769,71,79,0.852
NC_066863.1_21089375_21089469_Cucumis_melo,14.371,49,171,0.116
NC_066862.1_1854519_1854618_Cucumis_melo,16.037,56,172,0.043
OffPos_NC_066862.1_1538036_1537856_Cucumis_melo,2.527,249,257,0.841
OffNeg_NC_066862.1_31932310_31932440_Cucumis_melo,3.670,176,196,0.604
OffNeg_NC_066868.1_15540249_15540166_Cucumis_melo,9.607,123,155,0.593
OffNeg_NC_066857.1_3296212_3296410_Cucumis_melo,4.649,73,81,0.136
NC_066865.1_4613629_4613529_Cucumis_melo,8.529,89,166,0.784
OffPos_NC_066868.1_9736883_9737035_Cucumis_melo,7.348,21,41,0.600
NC_066861.1_495167_495293_Cucumis_melo,29.947,74,187,3.032e-05
OffNeg_NC_066857.1_37033500_37033231_Cucumis_melo,5.188,407,415,0.053
NC_066858.1_20645233_20644861_Cucumis_melo,6.071,283,306,0.895
OffNeg_NC_066859.1_29195777_29195563_Cucumis_melo,8.664,280,333,0.563
NC_066867.1_350257_350413_Cucumis_melo,37.805,77,238,1.768e-08
NC_066866.1_3193465_3193558_Cucumis_melo,33.204,74,172,4.977e-12
OffNeg_NC_066863.1_432845_432948_Cucumis_melo,7.731,226,237,0.576
OffNeg_NC_066857.1_1746074_1746167_Cucumis_melo,5.290,98,112,0.127
OffNeg_NC_066863.1_29402696_29402819_Cucumis_melo,6.889,93,110,0.941
OffPos_NC_066858.1_19015050_19015185,0,0,0,1
NC_066862.1_8767022_8766753_Cucumis_melo,134.725,76,354,0.000e+00
OffNeg_NC_066865.1_815604_815761_Cucumis_melo,8.941,54,134,0.731
NC_066857.1_17421844_17421982_Cucumis_melo,17.367,104,199,0.078
NC_066867.1_9810673_9810784_Cucumis_melo,35.768,71,178,3.018e-09
NC_066868.1_22674818_22674948_Cucumis_melo,66.956,77,226,0.000e+00
OffNeg_NC_066868.1_26028856_26028723_Cucumis_melo,2.371,172,180,1.000
OffNeg_NC_066860.1_34373751_34374348_Cucumis_melo,6.112,42,56,0.294
OffNeg_NC_066867.1_33604767_33604661,0,0,0,1
OffPos_NC_066867.1_25189766_25190429_Cucumis_melo,8.601,287,310,0.910
NC_066868.1_27768635_27768788_Cucumis_melo,49.811,77,232,6.590e-13
OffNeg_NC_066865.1_1925537_1926128_Cucumis_melo,6.247,45,65,0.156
OffPos_NC_066860.1_32611438_32611537_Cucumis_melo,4.294,66,74,0.709
NC_066860.1_34603580_34603743_Cucumis_melo,28.059,75,260,0.007
NC_066868.1_3059596_3059756_Cucumis_melo,77.342,75,245,0.000e+00
OffNeg_NC_066858.1_6623767_6623674,0,0,0,1
NC_066867.1_29285237_29285412_Cucumis_melo,66.371,66,269,2.887e-15
NC_066863.1_9290614_9290716_Cucumis_melo,25.517,79,195,3.726e-05
OffPos_NC_066868.1_25170433_25171069_Cucumis_melo,3.789,401,409,0.701
NC_066862.1_30055889_30055991_Cucumis_melo,32.574,86,181,3.467e-07
OffPos_NC_066866.1_1865385_1864329_Cucumis_melo,5.439,8,25,0.466
NC_066857.1_32499935_32500387_Cucumis_melo,72.803,76,519,0.000e+00
OffNeg_NC_066857.1_35275055_35274962_Cucumis_melo,6.417,147,242,0.166
NC_066864.1_2849393_2848373_Cucumis_melo,307.984,76,1131,0.000e+00
OffNeg_NC_066863.1_11992250_11992363_Cucumis_melo,27.154,123,188,9.082e-04
OffNeg_NC_066863.1_7316163_7316039_Cucumis_melo,4.635,116,148,0.141
OffPos_NC_066860.1_31778830_31778688_Cucumis_melo,6.659,161,169,0.622
OffPos_NC_066859.1_21876360_21876570_Cucumis_melo,7.140,322,339,0.608
OffPos_NC_066863.1_25877187_25876707_Cucumis_melo,3.022,471,479,0.884
NC_066864.1_1786986_1787134_Cucumis_melo,36.756,86,265,3.419e-08
OffPos_NC_066866.1_3678026_3678113_Cucumis_melo,5.867,37,54,0.771
OffNeg_NC_066858.1_14491139_14491456_Cucumis_melo,8.286,71,85,0.995
OffPos_NC_066862.1_2297874_2298094_Cucumis_melo,3.314,196,204,0.888
OffNeg_NC_066867.1_33393992_33394107_Cucumis_melo,3.989,137,145,0.398
NC_066865.1_17051015_17050841_Cucumis_melo,74.527,76,252,0.000e+00
NC_066858.1_13585684_13585419_Cucumis_melo,7.775,283,327,0.182
OffPos_NC_066857.1_1031973_1031838_Cucumis_melo,5.389,244,282,0.967
OffPos_NW_026123946.1_25488_25198_Cucumis_melo,8.638,75,152,0.007
OffPos_NC_066857.1_412289_412169_Cucumis_melo,7.859,4,51,0.460
OffNeg_NC_066863.1_28882931_28883030_Cucumis_melo,7.461,12,38,0.776
OffNeg_NC_066867.1_4571541_4571756_Cucumis_melo,17.546,81,167,0.080
OffPos_NC_066862.1_6177191_6177278_Cucumis_melo,5.399,59,112,0.922
OffPos_NC_066865.1_1317862_1317757,0,0,0,1
OffPos_NC_066862.1_28213815_28213713_Cucumis_melo,6.599,179,187,0.520
OffPos_NC_066857.1_17217112_17216979_Cucumis_melo,4.452,5,13,1.000
OffPos_NC_066862.1_3187195_3187062_Cucumis_melo,5.641,273,284,0.135
OffPos_NC_066861.1_494556_494651_Cucumis_melo,9.001,202,225,0.166
NC_066858.1_2102885_2102985_Cucumis_melo,45.765,60,185,5.406e-13
OffPos_NC_066862.1_1464544_1464735_Cucumis_melo,4.822,25,33,0.188
OffNeg_NC_066858.1_19079569_19079990,0,0,0,1
OffPos_NC_066861.1_29617655_29618159_Cucumis_melo,5.688,279,293,0.773
OffNeg_NC_066867.1_30891520_30891679_Cucumis_melo,5.424,3,17,0.285
OffNeg_NC_066867.1_32508550_32509236_Cucumis_melo,3.619,5,13,0.654
OffNeg_NC_066858.1_2102885_2102985_Cucumis_melo,4.685,149,160,0.552
NC_066863.1_334937_335089_Cucumis_melo,14.552,28,177,0.131
OffNeg_NC_066860.1_33345184_33344647_Cucumis_melo,8.465,379,420,0.950
OffPos_NC_066861.1_3152638_3152550_Cucumis_melo,6.538,158,175,0.859
NC_066867.1_4571541_4571756_Cucumis_melo,72.256,77,292,0.000e+00
OffPos_NC_066862.1_6966138_6966236_Cucumis_melo,6.274,176,220,0.838
NC_066863.1_7316163_7316039_Cucumis_melo,54.739,74,205,2.097e-12
NC_066864.1_27544269_27544380_Cucumis_melo,26.515,62,154,2.099e-04
OffNeg_NC_066864.1_1786986_1787134_Cucumis_melo,4.995,121,138,0.669
OffPos_NC_066857.1_37180275_37180395_Cucumis_melo,2.681,88,99,0.912
OffPos_NC_066868.1_5004900_5004819,0,0,0,1
NW_026123946.1_25488_25198_Cucumis_melo,145.920,76,363,0.000e+00
OffPos_NC_066865.1_21390457_21390322_Cucumis_melo,3.553,140,148,0.433
OffNeg_NC_066864.1_2849393_2848373_Cucumis_melo,4.215,959,973,0.832
NC_066860.1_16164179_16164097_Cucumis_melo,10.180,71,163,0.414
OffNeg_NC_066867.1_30337053_30337209_Cucumis_melo,5.472,212,229,0.600
NC_066858.1_6623767_6623674_Cucumis_melo,7.299,63,101,0.887
OffNeg_NC_066863.1_9290614_9290716_Cucumis_melo,12.515,98,220,0.439
OffNeg_NC_066866.1_40551_40429_Cucumis_melo,4.702,97,120,0.846
OffPos_NC_066860.1_3752353_3752242_Cucumis_melo,5.304,62,85,0.529
OffPos_NC_066860.1_16446906_16446815_Cucumis_melo,8.504,148,204,0.779
NC_066858.1_22575095_22574973_Cucumis_melo,80.469,72,194,0.000e+00
OffPos_NC_066863.1_1231568_1230869_Cucumis_melo,4.934,342,359,0.224
OffNeg_NC_066857.1_37895762_37895889_Cucumis_melo,3.151,201,209,0.661
OffNeg_NC_066860.1_28951806_28951700_Cucumis_melo,6.375,48,71,0.962
OffPos_NC_066866.1_1537009_1537439_Cucumis_melo,4.838,363,374,0.989
NC_066865.1_1925537_1926128_Cucumis_melo,274.256,77,673,0.000e+00
NC_066858.1_11936281_11936077_Cucumis_melo,54.489,76,294,4.441e-16
NC_066862.1_28810306_28810480_Cucumis_melo,34.765,35,253,4.562e-06
OffNeg_NC_066868.1_3059596_3059756_Cucumis_melo,4.387,99,113,0.394
OffNeg_NC_066861.1_21036446_21036323_Cucumis_melo,3.155,165,188,0.642
OffNeg_NC_066867.1_9810673_9810784_Cucumis_melo,11.512,95,181,0.469
OffPos_NC_066861.1_16212522_16212647,0,0,0,1
NC_066867.1_30226322_30226152_Cucumis_melo,92.806,70,246,0.000e+00
OffPos_NC_066860.1_16300990_16301139,0,0,0,1
NC_066859.1_30732911_30733018_Cucumis_melo,29.015,69,185,3.205e-04
OffPos_NC_066863.1_25784247_25784372_Cucumis_melo,8.594,152,184,0.667
OffPos_NC_066863.1_28252461_28252749_Cucumis_melo,7.960,185,199,0.972
NC_066858.1_25614664_25614799_Cucumis_melo,24.765,53,226,0.008
OffPos_NC_066857.1_17552309_17551650,0,0,0,1
OffPos_NC_066860.1_33140020_33139924_Cucumis_melo,2.885,225,239,0.563
NC_066860.1_29945182_29945098_Cucumis_melo,18.740,75,149,5.000e-04
OffNeg_NC_066867.1_32234136_32234054_Cucumis_melo,3.137,208,216,0.841
OffPos_NC_066868.1_17145992_17146088_Cucumis_melo,8.008,7,27,0.889
OffNeg_NC_066862.1_8767022_8766753_Cucumis_melo,4.190,118,138,0.362
OffPos_NC_066861.1_1636361_1636235_Cucumis_melo,2.199,126,134,0.956
NC_066860.1_456612_456704_Cucumis_melo,14.851,77,169,0.063
NC_066859.1_23623046_23623164_Cucumis_melo,10.919,156,236,0.635
OffNeg_NC_066864.1_10404835_10404531_Cucumis_melo,13.752,201,233,0.419
NC_066868.1_15811700_15811589_Cucumis_melo,37.311,73,240,1.031e-10
OffNeg_NC_066865.1_17985447_17985320_Cucumis_melo,6.174,111,137,0.313
OffNeg_NC_066866.1_3193465_3193558_Cucumis_melo,4.592,25,36,0.703
OffPos_NC_066859.1_27295447_27295589_Cucumis_melo,8.593,224,256,0.361
OffPos_NC_066863.1_29214754_29214974_Cucumis_melo,4.498,201,209,0.339
OffPos_NC_066865.1_1635522_1635420_Cucumis_melo,5.575,117,149,0.649
OffNeg_NC_066859.1_25675436_25675617_Cucumis_melo,7.511,162,191,0.530
NC_066857.1_1746074_1746167_Cucumis_melo,26.115,56,166,7.018e-04
OffPos_NC_066862.1_30487498_30487594_Cucumis_melo,8.829,121,141,0.894
OffNeg_NC_066865.1_4613629_4613529_Cucumis_melo,2.431,144,152,0.932
OffPos_NC_066864.1_961943_961445_Cucumis_melo,7.228,492,503,0.375
OffPos_NC_066868.1_7448665_7448830_Cucumis_melo,4.341,207,218,0.383
OffNeg_NC_066864.1_601535_601700_Cucumis_melo,2.915,291,302,0.872
NC_066861.1_28403291_28403588_Cucumis_melo,90.764,71,385,0.000e+00
OffNeg_NC_066868.1_24625310_24625099_Cucumis_melo,10.509,59,169,0.314
OffPos_NC_066868.1_24235186_24235319_Cucumis_melo,6.375,142,165,0.749
OffNeg_NC_066859.1_17747060_17747353_Cucumis_melo,5.093,226,237,0.855
OffPos_NC_066867.1_3003983_3004157,0,0,0,1
OffPos_NC_066866.1_2524007_2523730_Cucumis_melo,2.821,71,79,0.960
NC_066857.1_3296212_3296410_Cucumis_melo,93.693,68,277,0.000e+00
OffPos_NC_066858.1_105452_105671_Cucumis_melo,4.243,341,349,0.711
OffPos_NC_066862.1_3739787_3739568_Cucumis_melo,11.136,140,172,0.103
NC_066864.1_6392027_6391943_Cucumis_melo,14.113,76,177,0.176
OffPos_NC_066865.1_23975579_23975483_Cucumis_melo,4.690,13,24,0.710
OffPos_NC_066867.1_31599781_31599634_Cucumis_melo,5.651,23,31,0.853
OffNeg_NC_066862.1_1854519_1854618_Cucumis_melo,4.566,25,36,0.269
OffNeg_NC_066865.1_24097510_24097663_Cucumis_melo,3.695,93,107,0.340
NC_066866.1_3912078_3911925_Cucumis_melo,26.665,68,172,0.002
OffNeg_NC_066861.1_27671048_27670891_Cucumis_melo,15.450,7,42,0.111
OffNeg_NC_066864.1_2398544_2398647_Cucumis_melo,6.034,26,49,0.714
OffPos_NC_066860.1_16849246_16849549_Cucumis_melo,2.759,74,85,0.831
NC_066862.1_1024680_1024846_Cucumis_melo,35.230,75,254,1.624e-05
OffPos_NC_066857.1_21308024_21307620_Cucumis_melo,12.382,48,158,0.461
OffPos_NC_066862.1_14488204_14488100_Cucumis_melo,3.778,81,95,0.780
OffPos_NC_066860.1_29553587_29553477_Cucumis_melo,12.027,124,222,0.051
OffPos_NC_066857.1_2333573_2333728_Cucumis_melo,3.887,220,231,0.869
OffNeg_NC_066859.1_26984136_26984019_Cucumis_melo,5.361,37,66,0.991
OffNeg_NC_066857.1_3186680_3187211_Cucumis_melo,4.363,265,279,0.249
NC_066865.1_2031050_2031239_Cucumis_melo,95.038,77,286,0.000e+00
NC_066862.1_2449312_2450455_Cucumis_melo,200.917,74,679,0.000e+00
NC_066868.1_21534703_21534502_Cucumis_melo,103.645,76,279,0.000e+00
NC_066857.1_34787118_34787219_Cucumis_melo,5.906,126,155,0.844
OffPos_NC_066868.1_13569164_13569280_Cucumis_melo,4.767,239,250,0.899
NC_066862.1_4498715_4499639_Cucumis_melo,366.465,80,1015,0.000e+00
OffNeg_NC_066859.1_25215761_25215655_Cucumis_melo,5.633,122,178,0.984
OffPos_NC_066861.1_10575830_10575956_Cucumis_melo,1.710,106,114,1.000
