Name,Score,Start,End,Pval
OffNeg_NC_054860.1_4278053_4278311,0,0,0,1
OffNeg_NC_054858.1_803781_803871,0,0,0,1
OffNeg_NC_054864.1_1407219_1407045,0,0,0,1
OffNeg_NC_054862.1_537137_536931_Aspergillus_puulaauensis,12.770,49,84,0.937
NC_054860.1_3873740_3874079_Aspergillus_puulaauensis,146.108,53,418,0.000e+00
OffPos_NC_054862.1_1685518_1685784_Aspergillus_puulaauensis,13.783,170,199,0.832
OffNeg_NC_054862.1_2662768_2662639_Aspergillus_puulaauensis,11.603,94,144,0.545
NC_054864.1_2657325_2657196_Aspergillus_puulaauensis,40.298,124,222,0.003
OffPos_NC_054857.1_321425_321084_Aspergillus_puulaauensis,14.451,64,117,0.055
OffNeg_NC_054862.1_2311781_2311412,0,0,0,1
OffNeg_NC_054857.1_1422657_1422239_Aspergillus_puulaauensis,15.262,334,423,0.754
NC_054863.1_195970_196435_Aspergillus_puulaauensis,167.660,50,538,0.000e+00
OffPos_NC_054862.1_408348_408176_Aspergillus_puulaauensis,4.243,204,212,0.787
OffNeg_NC_054859.1_3310134_3309072_Aspergillus_puulaauensis,12.940,994,1011,0.867
OffNeg_NC_054857.1_3936117_3935836_Aspergillus_puulaauensis,14.934,23,73,0.192
OffNeg_NC_054857.1_2392940_2393201_Aspergillus_puulaauensis,18.014,220,276,0.040
OffPos_NC_054859.1_1537826_1537944_Aspergillus_puulaauensis,12.505,2,46,0.180
OffNeg_NC_054860.1_3395607_3395852_Aspergillus_puulaauensis,19.513,203,256,0.202
NC_054863.1_583462_582913_Aspergillus_puulaauensis,258.076,73,636,0.000e+00
OffNeg_NC_054858.1_957573_957752_Aspergillus_puulaauensis,7.812,95,175,0.900
NC_054864.1_2001228_2000763_Aspergillus_puulaauensis,97.261,71,541,1.784e-09
OffNeg_NC_054862.1_1597414_1596505_Aspergillus_puulaauensis,10.213,718,732,0.077
NC_054860.1_1816466_1816686_Aspergillus_puulaauensis,66.965,74,298,1.971e-10
NC_054863.1_1598952_1599622_Aspergillus_puulaauensis,373.458,77,748,0.000e+00
OffPos_NC_054859.1_2034221_2035007_Aspergillus_puulaauensis,8.362,695,772,0.203
OffNeg_NC_054859.1_655354_655190_Aspergillus_puulaauensis,14.592,88,138,0.641
OffPos_NC_054857.1_1149480_1149364,0,0,0,1
OffPos_NC_054860.1_1217589_1217720,0,0,0,1
OffNeg_NC_054861.1_3789612_3789086_Aspergillus_puulaauensis,13.813,537,599,0.855
OffPos_NC_054862.1_1675130_1674323_Aspergillus_puulaauensis,13.593,63,101,0.362
OffNeg_NC_054863.1_2123177_2123090_Aspergillus_puulaauensis,7.959,52,138,0.778
OffPos_NC_054859.1_2439594_2439479_Aspergillus_puulaauensis,14.197,27,68,0.162
OffNeg_NC_054857.1_2937335_2937884_Aspergillus_puulaauensis,9.128,654,689,0.920
OffPos_NC_054860.1_454672_454521_Aspergillus_puulaauensis,15.052,214,249,0.604
NC_054860.1_3382592_3382480_Aspergillus_puulaauensis,50.597,76,195,3.829e-08
OffPos_NC_054860.1_449924_450111_Aspergillus_puulaauensis,15.131,130,165,0.713
OffPos_NC_054863.1_3078246_3078164_Aspergillus_puulaauensis,10.652,69,161,0.844
NC_054860.1_2937306_2937438_Aspergillus_puulaauensis,43.909,77,205,1.363e-07
NC_054862.1_278937_279072_Aspergillus_puulaauensis,55.395,92,226,1.660e-05
OffNeg_NC_054859.1_211106_211799_Aspergillus_puulaauensis,8.274,445,573,0.987
OffPos_NC_054862.1_3261909_3261774,0,0,0,1
OffPos_NC_054857.1_1879625_1879480,0,0,0,1
NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,21.032,249,314,0.210
NC_054858.1_3185961_3186854_Aspergillus_puulaauensis,199.350,64,972,1.110e-15
OffPos_NC_054862.1_410627_410963_Aspergillus_puulaauensis,21.001,383,487,0.496
OffPos_NC_054857.1_1493254_1493168_Aspergillus_puulaauensis,11.801,58,204,0.393
OffPos_NC_054863.1_2562396_2561511_Aspergillus_puulaauensis,8.806,153,185,0.740
OffNeg_NC_054863.1_3040336_3040748,0,0,0,1
NC_054859.1_3394066_3394170_Aspergillus_puulaauensis,25.394,62,172,0.142
OffNeg_NC_054857.1_5867280_5867627_Aspergillus_puulaauensis,8.839,255,329,0.899
OffPos_NC_054860.1_3162616_3162317_Aspergillus_puulaauensis,6.121,269,280,0.998
OffPos_NC_054857.1_2031966_2032049,0,0,0,1
NC_054861.1_3958043_3958374_Aspergillus_puulaauensis,98.192,56,406,1.385e-08
OffPos_NC_054863.1_2269410_2269537,0,0,0,1
NC_054857.1_4661454_4662560_Aspergillus_puulaauensis,489.198,76,1179,0.000e+00
OffNeg_NC_054860.1_3198820_3198165_Aspergillus_puulaauensis,19.184,150,302,0.506
NC_054859.1_3781636_3781724_Aspergillus_puulaauensis,32.189,76,165,2.470e-07
NC_054863.1_237318_237557_Aspergillus_puulaauensis,113.059,77,316,1.110e-16
NC_054859.1_4494565_4495539_Aspergillus_puulaauensis,316.086,64,1047,0.000e+00
NC_054859.1_2626613_2626250_Aspergillus_puulaauensis,126.836,79,444,2.776e-15
OffNeg_NC_054858.1_239421_239868,0,0,0,1
OffPos_NC_054858.1_661253_661846_Aspergillus_puulaauensis,12.086,5,79,0.987
OffPos_NC_054863.1_2961326_2961245,0,0,0,1
NC_054864.1_2342904_2342734_Aspergillus_puulaauensis,117.459,67,246,3.808e-14
OffNeg_NC_054857.1_5867673_5868126_Aspergillus_puulaauensis,25.534,530,604,0.017
NC_054860.1_2017630_2017871_Aspergillus_puulaauensis,44.974,104,328,7.933e-06
OffPos_NC_054860.1_3793440_3793248_Aspergillus_puulaauensis,18.452,242,337,0.343
OffNeg_NC_054859.1_624917_625142,0,0,0,1
OffPos_NC_054859.1_2039982_2040115_Aspergillus_puulaauensis,16.176,5,193,0.422
OffPos_NC_054859.1_992050_991084_Aspergillus_puulaauensis,33.553,4,69,5.159e-07
OffPos_NC_054857.1_4660499_4661403_Aspergillus_puulaauensis,22.651,546,626,0.150
NC_054863.1_3168014_3167666_Aspergillus_puulaauensis,167.869,76,426,0.000e+00
NC_054864.1_1721388_1721711_Aspergillus_puulaauensis,160.809,76,396,0.000e+00
NC_054859.1_4285145_4285973_Aspergillus_puulaauensis,18.335,665,751,0.201
OffPos_NC_054864.1_2538770_2538625,0,0,0,1
NC_054861.1_2812667_2812837_Aspergillus_puulaauensis,40.291,86,247,4.774e-05
OffPos_NC_054860.1_2242047_2242377_Aspergillus_puulaauensis,13.782,251,367,0.742
OffPos_NC_054862.1_2260394_2260486,0,0,0,1
NC_054857.1_517081_516765_Aspergillus_puulaauensis,169.770,68,385,0.000e+00
OffPos_NC_054861.1_553112_553253_Aspergillus_puulaauensis,17.208,164,202,0.167
NC_054857.1_3200934_3200848_Aspergillus_puulaauensis,28.583,73,168,8.208e-05
OffPos_NC_054858.1_2890103_2891256_Aspergillus_puulaauensis,11.956,147,164,0.753
NC_054862.1_446380_445757_Aspergillus_puulaauensis,241.180,76,690,0.000e+00
NC_054864.1_1736645_1736735_Aspergillus_puulaauensis,11.353,69,98,0.812
OffPos_NC_054857.1_94608_94738_Aspergillus_puulaauensis,16.254,228,272,0.332
OffPos_NC_054861.1_2641279_2641418_Aspergillus_puulaauensis,41.069,41,229,0.009
OffPos_NC_054860.1_1201515_1201170_Aspergillus_puulaauensis,19.872,377,448,0.211
NC_054864.1_285157_284830_Aspergillus_puulaauensis,136.126,75,401,0.000e+00
OffNeg_NC_054859.1_1139336_1139645_Aspergillus_puulaauensis,6.835,142,153,0.557
OffPos_NC_054862.1_2486502_2486207_Aspergillus_puulaauensis,9.577,55,75,0.525
OffPos_NC_054861.1_1343436_1343918_Aspergillus_puulaauensis,19.383,251,436,0.425
OffNeg_NC_054864.1_2282893_2282047_Aspergillus_puulaauensis,8.249,40,66,0.486
OffNeg_NC_054860.1_424662_423507_Aspergillus_puulaauensis,17.812,550,768,0.097
NC_054858.1_1877702_1877838_Aspergillus_puulaauensis,40.736,80,217,5.756e-04
NC_054857.1_3184942_3183896_Aspergillus_puulaauensis,458.547,103,1119,0.000e+00
NC_054859.1_956663_956788_Aspergillus_puulaauensis,46.960,77,202,5.941e-10
OffNeg_NC_054859.1_4373822_4373697_Aspergillus_puulaauensis,10.566,14,91,0.426
OffNeg_NC_054857.1_3877031_3876739_Aspergillus_puulaauensis,9.965,176,238,0.669
NC_054859.1_910875_911321_Aspergillus_puulaauensis,117.585,76,519,0.000e+00
OffPos_NC_054862.1_3289619_3290549_Aspergillus_puulaauensis,14.661,230,304,0.141
NC_054860.1_4020412_4020608_Aspergillus_puulaauensis,106.792,70,273,0.000e+00
NC_054860.1_2660251_2660020_Aspergillus_puulaauensis,74.496,66,308,8.309e-13
NC_054864.1_2659998_2660182_Aspergillus_puulaauensis,101.482,77,271,3.655e-11
OffNeg_NC_054860.1_118087_119080_Aspergillus_puulaauensis,23.201,394,477,0.081
OffNeg_NC_054860.1_132176_132065,0,0,0,1
OffNeg_NC_054858.1_4211463_4211687_Aspergillus_puulaauensis,15.207,211,282,0.595
OffPos_NC_054858.1_2097259_2097883_Aspergillus_puulaauensis,11.555,701,715,0.363
NC_054857.1_3687631_3687823_Aspergillus_puulaauensis,38.263,75,269,1.645e-05
OffNeg_NC_054861.1_933936_934336_Aspergillus_puulaauensis,11.780,43,147,0.573
OffPos_NC_054862.1_3213487_3213055_Aspergillus_puulaauensis,17.620,33,125,0.050
OffNeg_NC_054857.1_4288723_4289298_Aspergillus_puulaauensis,11.581,276,350,0.983
OffPos_NC_054863.1_1653440_1653933_Aspergillus_puulaauensis,16.650,503,550,0.455
OffPos_NC_054864.1_2097980_2097783_Aspergillus_puulaauensis,14.418,9,29,0.505
OffPos_NC_054859.1_1743292_1742831_Aspergillus_puulaauensis,13.247,147,206,0.188
OffNeg_NC_054861.1_3482689_3482110_Aspergillus_puulaauensis,9.713,573,623,0.837
NC_054860.1_967795_967524_Aspergillus_puulaauensis,23.882,49,153,0.032
OffNeg_NC_054863.1_1602291_1602724_Aspergillus_puulaauensis,14.846,360,500,0.807
NC_054858.1_204019_204247_Aspergillus_puulaauensis,16.849,44,88,0.162
OffPos_NC_054861.1_2260078_2260381_Aspergillus_puulaauensis,12.312,164,205,0.954
OffPos_NC_054857.1_1087754_1087290_Aspergillus_puulaauensis,12.555,361,387,0.131
OffPos_NC_054864.1_599740_599650_Aspergillus_puulaauensis,9.806,33,74,0.556
OffNeg_NC_054858.1_2891908_2892001,0,0,0,1
OffNeg_NC_054862.1_3125122_3126106_Aspergillus_puulaauensis,15.638,913,954,0.075
OffNeg_NC_054863.1_1583720_1584778_Aspergillus_puulaauensis,12.791,222,269,0.512
OffNeg_NC_054859.1_1834751_1834531_Aspergillus_puulaauensis,17.308,9,59,0.417
OffPos_NC_054859.1_2956539_2956145_Aspergillus_puulaauensis,12.420,492,500,0.958
OffPos_NC_054858.1_3540237_3540132_Aspergillus_puulaauensis,13.984,195,245,0.669
OffPos_NC_054859.1_598711_598393,0,0,0,1
NC_054859.1_2757366_2757232_Aspergillus_puulaauensis,30.348,13,210,5.539e-04
OffNeg_NC_054857.1_4648826_4649024_Aspergillus_puulaauensis,17.330,298,330,0.428
OffPos_NC_054859.1_2225202_2225458_Aspergillus_puulaauensis,16.953,6,53,0.029
OffNeg_NC_054859.1_2757366_2757232_Aspergillus_puulaauensis,16.963,52,168,0.518
NC_054857.1_4648826_4649024_Aspergillus_puulaauensis,140.447,51,275,0.000e+00
OffPos_NC_054859.1_1052360_1052724_Aspergillus_puulaauensis,10.593,56,82,0.409
OffPos_NC_054861.1_3282428_3282800_Aspergillus_puulaauensis,12.928,61,180,0.339
OffPos_NC_054859.1_3120459_3120704_Aspergillus_puulaauensis,11.753,9,35,0.562
NC_054858.1_2891908_2892001_Aspergillus_puulaauensis,17.694,44,199,0.302
NC_054862.1_3125122_3126106_Aspergillus_puulaauensis,266.943,77,1057,0.000e+00
OffPos_NC_054857.1_3109846_3109756_Aspergillus_puulaauensis,7.521,95,166,0.796
NC_054863.1_1583720_1584778_Aspergillus_puulaauensis,204.902,79,1131,0.000e+00
OffPos_NC_054863.1_2995780_2996313,0,0,0,1
NC_054859.1_1834751_1834531_Aspergillus_puulaauensis,15.571,211,276,0.648
NC_054858.1_751968_752934_Aspergillus_puulaauensis,432.968,119,1072,0.000e+00
NC_054861.1_3482689_3482110_Aspergillus_puulaauensis,285.153,73,657,0.000e+00
NC_054863.1_1602291_1602724_Aspergillus_puulaauensis,149.902,75,503,0.000e+00
NC_054858.1_4211463_4211687_Aspergillus_puulaauensis,92.306,77,310,2.331e-15
NC_054862.1_889316_888802_Aspergillus_puulaauensis,218.297,76,591,0.000e+00
OffPos_NC_054864.1_1471579_1471788_Aspergillus_puulaauensis,13.339,8,130,0.779
OffPos_NC_054859.1_1369581_1370078_Aspergillus_puulaauensis,17.068,260,370,0.728
OffNeg_NC_054857.1_3687631_3687823,0,0,0,1
OffPos_NC_054864.1_675055_675390_Aspergillus_puulaauensis,14.775,356,385,0.773
OffPos_NC_054857.1_2477444_2478015_Aspergillus_puulaauensis,13.158,326,355,0.645
NC_054857.1_4288723_4289298_Aspergillus_puulaauensis,48.892,71,652,6.224e-07
OffPos_NC_054862.1_3458003_3458199_Aspergillus_puulaauensis,8.470,177,197,0.704
OffPos_NC_054858.1_41138_39987_Aspergillus_puulaauensis,16.216,575,643,0.243
OffPos_NC_054859.1_4090960_4091387_Aspergillus_puulaauensis,14.335,80,298,0.927
OffNeg_NC_054860.1_4020412_4020608_Aspergillus_puulaauensis,8.963,182,226,0.776
NC_054860.1_132781_132332_Aspergillus_puulaauensis,87.552,75,533,4.919e-11
OffNeg_NC_054861.1_520960_520859,0,0,0,1
NC_054857.1_927595_927750_Aspergillus_puulaauensis,49.987,86,295,5.725e-08
OffNeg_NC_054860.1_2660251_2660020_Aspergillus_puulaauensis,14.292,333,359,0.719
OffNeg_NC_054864.1_2659998_2660182_Aspergillus_puulaauensis,42.885,187,309,9.569e-06
OffPos_NC_054858.1_2976398_2976306,0,0,0,1
OffPos_NC_054858.1_3285837_3285951_Aspergillus_puulaauensis,12.904,22,51,0.907
OffPos_NC_054860.1_912082_912268_Aspergillus_puulaauensis,23.910,147,335,0.296
OffNeg_NC_054857.1_3184942_3183896_Aspergillus_puulaauensis,14.789,60,140,0.942
OffNeg_NC_054858.1_1877702_1877838,0,0,0,1
NC_054864.1_32719_32468,0,0,0,1
NC_054859.1_4373822_4373697_Aspergillus_puulaauensis,50.226,54,239,4.707e-06
NC_054857.1_3877031_3876739_Aspergillus_puulaauensis,118.949,37,372,2.220e-16
NC_054859.1_1139336_1139645_Aspergillus_puulaauensis,131.095,78,410,0.000e+00
NC_054864.1_2282893_2282047_Aspergillus_puulaauensis,167.142,73,936,0.000e+00
OffPos_NC_054857.1_3036899_3037192_Aspergillus_puulaauensis,93.382,2,340,2.036e-07
OffNeg_NC_054857.1_3200934_3200848_Aspergillus_puulaauensis,12.340,4,30,0.657
NC_054860.1_524406_524640_Aspergillus_puulaauensis,95.693,68,307,4.003e-13
NC_054859.1_481301_480519_Aspergillus_puulaauensis,320.707,69,854,0.000e+00
OffNeg_NC_054864.1_1736645_1736735_Aspergillus_puulaauensis,34.042,130,237,0.008
OffNeg_NC_054864.1_1721388_1721711_Aspergillus_puulaauensis,18.673,327,398,0.215
OffNeg_NC_054859.1_4285145_4285973_Aspergillus_puulaauensis,15.037,330,365,0.605
OffPos_NC_054861.1_3119563_3119731_Aspergillus_puulaauensis,11.309,32,82,0.859
OffNeg_NC_054861.1_2812667_2812837_Aspergillus_puulaauensis,9.890,135,170,0.955
OffPos_NC_054863.1_2900871_2901124_Aspergillus_puulaauensis,12.617,258,329,0.881
OffPos_NC_054864.1_2027904_2028316_Aspergillus_puulaauensis,10.258,143,202,0.928
OffNeg_NC_054857.1_175766_176192_Aspergillus_puulaauensis,17.560,511,576,0.337
OffPos_NC_054857.1_1887830_1887395_Aspergillus_puulaauensis,14.135,254,388,0.834
NC_054857.1_687730_687946_Aspergillus_puulaauensis,70.555,68,262,4.533e-10
OffPos_NC_054857.1_3062689_3062778,0,0,0,1
OffPos_NC_054860.1_1957785_1956852_Aspergillus_puulaauensis,222.114,3,683,0.000e+00
OffNeg_NC_054863.1_3168014_3167666_Aspergillus_puulaauensis,10.604,208,255,0.879
OffNeg_NC_054859.1_2626613_2626250_Aspergillus_puulaauensis,32.079,175,300,0.005
OffPos_NC_054857.1_2320940_2319965_Aspergillus_puulaauensis,12.264,903,953,0.700
OffNeg_NC_054859.1_4494565_4495539_Aspergillus_puulaauensis,13.232,727,783,0.724
OffNeg_NC_054862.1_940644_940402,0,0,0,1
OffNeg_NC_054857.1_357236_356738_Aspergillus_puulaauensis,7.376,196,243,0.947
OffPos_NC_054857.1_462130_462661,0,0,0,1
NC_054857.1_5867673_5868126_Aspergillus_puulaauensis,303.236,77,526,0.000e+00
OffNeg_NC_054864.1_2342904_2342734,0,0,0,1
OffNeg_NC_054860.1_2017630_2017871_Aspergillus_puulaauensis,26.054,103,282,0.010
OffPos_NC_054860.1_2382553_2382822_Aspergillus_puulaauensis,19.839,37,171,0.092
OffPos_NC_054859.1_70079_69822_Aspergillus_puulaauensis,12.219,242,406,0.315
OffNeg_NC_054861.1_3958043_3958374,0,0,0,1
OffNeg_NC_054857.1_4661454_4662560_Aspergillus_puulaauensis,7.383,813,863,0.962
OffPos_NC_054863.1_1306650_1306492_Aspergillus_puulaauensis,12.201,223,309,0.900
NC_054860.1_3198820_3198165_Aspergillus_puulaauensis,188.938,58,735,0.000e+00
OffNeg_NC_054859.1_3781636_3781724_Aspergillus_puulaauensis,61.215,87,239,4.789e-10
OffPos_NC_054860.1_818251_818410,0,0,0,1
OffPos_NC_054857.1_5424740_5425248_Aspergillus_puulaauensis,14.678,271,315,0.201
OffNeg_NC_054857.1_1704198_1704363_Aspergillus_puulaauensis,8.212,216,242,0.992
OffNeg_NC_054858.1_3185961_3186854_Aspergillus_puulaauensis,16.606,835,888,0.594
OffPos_NC_054861.1_1645876_1646139_Aspergillus_puulaauensis,11.649,197,295,0.401
OffPos_NC_054860.1_2857242_2856685_Aspergillus_puulaauensis,13.257,226,270,0.933
OffNeg_NC_054859.1_3394066_3394170_Aspergillus_puulaauensis,12.891,50,76,0.625
NC_054857.1_5867280_5867627_Aspergillus_puulaauensis,173.458,61,426,0.000e+00
NC_054863.1_3040336_3040748_Aspergillus_puulaauensis,212.613,77,490,0.000e+00
OffPos_NC_054859.1_2551241_2551100_Aspergillus_puulaauensis,14.380,155,205,0.707
OffNeg_NC_054860.1_3382592_3382480_Aspergillus_puulaauensis,7.188,108,173,0.926
OffNeg_NC_054860.1_2937306_2937438_Aspergillus_puulaauensis,17.830,128,175,0.150
NC_054857.1_2937335_2937884_Aspergillus_puulaauensis,267.929,77,622,0.000e+00
OffNeg_NC_054862.1_743834_744007,0,0,0,1
NC_054860.1_771509_771183_Aspergillus_puulaauensis,150.013,66,413,0.000e+00
OffNeg_NC_054862.1_355851_355616_Aspergillus_puulaauensis,13.435,142,219,0.074
NC_054861.1_3789612_3789086_Aspergillus_puulaauensis,242.020,78,626,0.000e+00
OffPos_NC_054858.1_5418115_5417983,0,0,0,1
OffPos_NC_054858.1_920851_920750_Aspergillus_puulaauensis,11.178,140,223,0.225
NC_054857.1_337509_337414_Aspergillus_puulaauensis,38.041,75,188,1.690e-06
NC_054863.1_2123177_2123090_Aspergillus_puulaauensis,31.811,75,170,6.418e-07
NC_054860.1_971075_971761_Aspergillus_puulaauensis,131.918,103,735,4.359e-11
OffPos_NC_054860.1_393660_393407,0,0,0,1
OffPos_NC_054858.1_2794895_2794484_Aspergillus_puulaauensis,8.992,271,300,0.894
NC_054862.1_420229_420500_Aspergillus_puulaauensis,106.128,83,349,0.000e+00
OffPos_NC_054858.1_4668328_4668538_Aspergillus_puulaauensis,15.056,99,146,0.852
OffPos_NC_054864.1_1335894_1336114_Aspergillus_puulaauensis,5.958,81,101,0.997
OffPos_NC_054857.1_5465244_5465328,0,0,0,1
NC_054862.1_1597414_1596505_Aspergillus_puulaauensis,438.485,73,981,0.000e+00
OffNeg_NC_054864.1_2001228_2000763_Aspergillus_puulaauensis,50.957,270,440,0.002
OffNeg_NC_054860.1_1816466_1816686_Aspergillus_puulaauensis,15.261,249,308,0.126
OffNeg_NC_054863.1_1598952_1599622_Aspergillus_puulaauensis,9.396,328,360,0.467
NC_054864.1_561565_562499_Aspergillus_puulaauensis,416.077,76,1008,0.000e+00
NC_054857.1_3936117_3935836_Aspergillus_puulaauensis,44.999,85,342,0.003
NC_054859.1_3310134_3309072_Aspergillus_puulaauensis,10.573,907,954,0.038
NC_054857.1_2392940_2393201_Aspergillus_puulaauensis,72.467,74,340,1.887e-09
OffPos_NC_054861.1_536706_535986_Aspergillus_puulaauensis,14.562,370,396,0.146
NC_054860.1_276818_277160_Aspergillus_puulaauensis,139.196,76,423,5.186e-13
NC_054860.1_3395607_3395852_Aspergillus_puulaauensis,97.816,75,341,0.000e+00
NC_054862.1_2311781_2311412_Aspergillus_puulaauensis,26.561,103,264,0.002
NC_054857.1_1422657_1422239_Aspergillus_puulaauensis,185.539,74,472,0.000e+00
NC_054863.1_60759_60960_Aspergillus_puulaauensis,91.258,74,274,7.742e-12
OffPos_NC_054860.1_3721037_3720458,0,0,0,1
OffNeg_NC_054860.1_822813_823054_Aspergillus_puulaauensis,7.166,299,325,0.983
OffNeg_NC_054860.1_3873740_3874079_Aspergillus_puulaauensis,5.209,347,361,0.849
NC_054862.1_2662768_2662639_Aspergillus_puulaauensis,47.260,61,207,1.814e-04
OffNeg_NC_054864.1_2657325_2657196,0,0,0,1
OffNeg_NC_054857.1_1490894_1490749_Aspergillus_puulaauensis,26.483,3,119,0.060
OffPos_NC_054861.1_306326_306170_Aspergillus_puulaauensis,8.542,87,152,0.701
NC_054860.1_4278053_4278311_Aspergillus_puulaauensis,110.255,65,337,1.292e-08
OffPos_NC_054858.1_915218_915663,0,0,0,1
OffPos_NC_054860.1_1360860_1360736_Aspergillus_puulaauensis,9.938,125,136,0.954
NC_054864.1_1407219_1407045_Aspergillus_puulaauensis,87.192,76,231,0.000e+00
NC_054859.1_3629964_3630654_Aspergillus_puulaauensis,129.719,56,820,3.555e-10
OffNeg_NC_054860.1_2964301_2964115_Aspergillus_puulaauensis,14.134,278,292,0.820
OffNeg_NC_054864.1_611948_612872_Aspergillus_puulaauensis,5.456,639,656,0.356
OffPos_NC_054858.1_1104866_1104985_Aspergillus_puulaauensis,9.734,116,217,0.598
OffPos_NC_054860.1_2532408_2531616_Aspergillus_puulaauensis,11.081,909,941,0.242
OffPos_NC_054863.1_2186340_2186057_Aspergillus_puulaauensis,12.408,304,348,0.221
OffNeg_NC_054864.1_2569666_2569189,0,0,0,1
OffNeg_NC_054857.1_2155202_2154431_Aspergillus_puulaauensis,12.491,871,906,0.348
OffNeg_NC_054858.1_225144_225715,0,0,0,1
OffNeg_NC_054860.1_3508585_3508686_Aspergillus_puulaauensis,10.834,187,225,0.311
OffNeg_NC_054859.1_4492486_4492269_Aspergillus_puulaauensis,4.164,324,332,0.428
OffPos_NC_054863.1_1649748_1650090_Aspergillus_puulaauensis,19.416,206,286,0.331
OffPos_NC_054860.1_1277861_1278095_Aspergillus_puulaauensis,14.648,245,271,0.518
NC_054858.1_1092994_1093079_Aspergillus_puulaauensis,35.987,77,172,2.740e-05
OffPos_NC_054857.1_3187234_3187441_Aspergillus_puulaauensis,16.811,220,282,0.540
OffPos_NC_054858.1_305736_305911_Aspergillus_puulaauensis,9.452,171,203,0.447
NC_054863.1_1098265_1098411_Aspergillus_puulaauensis,22.551,71,232,0.200
NC_054857.1_682866_683219_Aspergillus_puulaauensis,24.940,297,374,0.303
OffPos_NC_054864.1_1726543_1726900_Aspergillus_puulaauensis,18.265,184,252,0.385
OffPos_NC_054861.1_1179133_1179023_Aspergillus_puulaauensis,11.891,1,93,0.641
NC_054860.1_3846189_3845838_Aspergillus_puulaauensis,150.486,75,440,0.000e+00
OffNeg_NC_054859.1_2392396_2391650_Aspergillus_puulaauensis,23.587,318,359,0.048
OffNeg_NC_054858.1_2345487_2344793_Aspergillus_puulaauensis,218.438,142,759,0.000e+00
NC_054857.1_1594099_1594417_Aspergillus_puulaauensis,161.019,77,406,0.000e+00
NC_054862.1_194719_195057_Aspergillus_puulaauensis,74.933,167,397,1.515e-10
OffNeg_NC_054858.1_2153160_2152479_Aspergillus_puulaauensis,19.428,339,473,0.341
NC_054858.1_3383319_3383122_Aspergillus_puulaauensis,95.479,68,271,0.000e+00
OffNeg_NC_054864.1_308909_308550_Aspergillus_puulaauensis,4.510,285,299,0.308
OffNeg_NC_054857.1_4721987_4721886_Aspergillus_puulaauensis,8.689,221,250,0.862
OffNeg_NC_054860.1_1253927_1253507_Aspergillus_puulaauensis,21.261,200,256,0.077
NC_054861.1_1027471_1027737_Aspergillus_puulaauensis,134.235,76,339,0.000e+00
NC_054860.1_4329028_4328890_Aspergillus_puulaauensis,10.191,154,210,0.106
OffNeg_NC_054859.1_4296160_4296281,0,0,0,1
OffNeg_NC_054863.1_829564_830353_Aspergillus_puulaauensis,17.607,70,105,0.426
OffNeg_NC_054858.1_237921_236871,0,0,0,1
OffPos_NC_054862.1_1336757_1336628_Aspergillus_puulaauensis,4.168,207,236,0.887
NC_054864.1_660904_661282_Aspergillus_puulaauensis,109.347,41,448,2.665e-15
OffPos_NC_054862.1_1077060_1076553_Aspergillus_puulaauensis,9.679,398,424,0.898
OffNeg_NC_054864.1_2089100_2088579,0,0,0,1
OffPos_NC_054857.1_3064239_3064836_Aspergillus_puulaauensis,14.781,392,451,0.082
OffNeg_NC_054863.1_2573220_2573734_Aspergillus_puulaauensis,15.095,105,158,0.593
OffPos_NC_054859.1_1461427_1461266,0,0,0,1
NC_054860.1_1879174_1878994_Aspergillus_puulaauensis,48.246,76,252,2.288e-07
OffPos_NC_054859.1_858905_858100_Aspergillus_puulaauensis,7.043,75,86,0.011
NC_054863.1_2403101_2402493_Aspergillus_puulaauensis,153.673,79,690,0.000e+00
OffPos_NC_054859.1_589225_588752_Aspergillus_puulaauensis,9.634,301,312,0.819
OffNeg_NC_054859.1_1401731_1401566_Aspergillus_puulaauensis,8.635,48,98,0.906
NC_054858.1_2262636_2262788_Aspergillus_puulaauensis,55.096,70,252,1.838e-07
OffPos_NC_054862.1_424600_424302_Aspergillus_puulaauensis,15.301,135,356,0.579
OffNeg_NC_054858.1_2805478_2805285_Aspergillus_puulaauensis,8.850,202,318,0.938
OffPos_NC_054863.1_777311_777404,0,0,0,1
OffNeg_NC_054857.1_3207758_3208188_Aspergillus_puulaauensis,14.498,109,204,0.836
OffNeg_NC_054858.1_3793838_3793934,0,0,0,1
NC_054857.1_5163319_5163220_Aspergillus_puulaauensis,27.214,40,171,2.817e-04
OffNeg_NC_054860.1_2826712_2827214_Aspergillus_puulaauensis,9.474,447,500,0.624
OffPos_NC_054859.1_1617781_1617169_Aspergillus_puulaauensis,19.551,50,112,0.027
OffNeg_NC_054857.1_5778968_5779220_Aspergillus_puulaauensis,42.687,320,400,2.433e-04
NC_054859.1_4072742_4071803_Aspergillus_puulaauensis,373.785,126,1088,0.000e+00
NC_054859.1_2766889_2767127_Aspergillus_puulaauensis,21.194,147,230,3.009e-11
NC_054857.1_4877398_4877068_Aspergillus_puulaauensis,157.433,76,423,0.000e+00
NC_054861.1_4009185_4008909_Aspergillus_puulaauensis,90.044,62,352,2.497e-08
OffNeg_NC_054858.1_122584_123103_Aspergillus_puulaauensis,10.826,1,243,0.842
NC_054859.1_1292972_1293904_Aspergillus_puulaauensis,483.577,77,1009,0.000e+00
